STATION;Annee;EAQI_GLOBAL;POLLUANT;SIGLE POLLUANT;Mean-HourCalculation;Unit;EAQI_Index
ES0117A;2008;;Nitrogen oxides (air);NOX;98,525;µg NO2/m3;
ES1542A;2007;;Nitrogen oxides (air);NOX;18,712;µg NO2/m3;
ES0110A;2011;;Nitrogen monoxide (air);NO;26,85;µg/m3;
PT01032;2000;;Nitrogen monoxide (air);NO;27,724;µg/m3;
FR16052;2004;;Nitrogen monoxide (air);NO;8,184;µg/m3;
ES1394A;2000;;Nitrogen oxides (air);NOX;155,219;µg NO2/m3;
FR30018;2004;;Nitrogen oxides (air);NOX;44,448;µg NO2/m3;
ES1636A;2012;;Ethyl benzene (air);C6H5-C2H5;0,124;µg/m3;
ES1619A;2002;;Nitrogen oxides (air);NOX;63,124;µg NO2/m3;
ES1472A;2005;;Nitrogen oxides (air);NOX;55,079;µg NO2/m3;
FR32005;2004;;Nitrogen oxides (air);NOX;47,34;µg NO2/m3;
ES1451A;2004;;Nitrogen monoxide (air);NO;16,813;µg/m3;
ES0955A;2001;;Nitrogen oxides (air);NOX;7,085;µg NO2/m3;
ES1123A;2002;;Nitrogen oxides (air);NOX;27,702;µg NO2/m3;
ES1286A;2008;;Nitrogen monoxide (air);NO;20,952;µg/m3;
ES1072A;2005;;Nitrogen monoxide (air);NO;8,323;µg/m3;
FR13008;2011;;Nitrogen monoxide (air);NO;13,917;µg/m3;
ES0634A;2011;;Nitrogen monoxide (air);NO;5,588;µg/m3;
FR31033;2012;;Nitrogen monoxide (air);NO;5,25;µg/m3;
ES1612A;2011;;Nitrogen oxides (air);NOX;44,588;µg NO2/m3;
ES1564A;2012;;Carbon monoxide (air);CO;0,348;mg/m3;
FR03004;2006;;Carbon monoxide (air);CO;1,004;mg/m3;
PT03084;2001;;Nitrogen oxides (air);NOX;39,623;µg NO2/m3;
ES0651A;2012;;Toluene (air);C6H5-CH3;4,262;µg/m3;
ES1498A;2009;;Nitrogen oxides (air);NOX;83,197;µg NO2/m3;
FR26014;2010;;Carbon monoxide (air);CO;0,41;mg/m3;
ES1576A;2010;;Nitrogen oxides (air);NOX;25,061;µg NO2/m3;
FR16056;2002;;Carbon monoxide (air);CO;0,782;mg/m3;
ES1354A;2008;;Nitrogen monoxide (air);NO;11,53;µg/m3;
ES1863A;2011;;Nitrogen monoxide (air);NO;5,07;µg/m3;
ES1773A;2005;;Nitrogen monoxide (air);NO;6,712;µg/m3;
ES0201A;2005;;Nitrogen oxides (air);NOX;9,51;µg NO2/m3;
FR04145;2004;;Nitrogen monoxide (air);NO;8,971;µg/m3;
ES1995A;2012;;Nitrogen monoxide (air);NO;12,466;µg/m3;
ES1161A;2009;;Nitrogen oxides (air);NOX;73,861;µg NO2/m3;
ES1954A;2011;;Nitrogen oxides (air);NOX;13,217;µg NO2/m3;
ES1618A;2003;;Nitrogen oxides (air);NOX;61,475;µg NO2/m3;
ES1246A;2001;;Nitrogen oxides (air);NOX;16,768;µg NO2/m3;
ES1192A;2008;;Toluene (air);C6H5-CH3;5,142;µg/m3;
FR29428;2011;;Carbon monoxide (air);CO;0,257;mg/m3;
ES1955A;2010;;Nitrogen monoxide (air);NO;4,442;µg/m3;
FR25037;2011;;Nitrogen monoxide (air);NO;29,902;µg/m3;
ES1472A;1997;;Carbon monoxide (air);CO;0,4;mg/m3;
PT03101;2010;;Nitrogen monoxide (air);NO;8,517;µg/m3;
FR05077;2005;;Carbon monoxide (air);CO;0,441;mg/m3;
ES1171A;2006;;Nitrogen monoxide (air);NO;53,653;µg/m3;
ES1183A;2001;;Nitrogen monoxide (air);NO;21,727;µg/m3;
ES1439A;2005;;Nitrogen oxides (air);NOX;39,715;µg NO2/m3;
ES1239A;2011;;Particulate matter < 1 µm (aerosol);PM1;15,093;µg/m3;
FR25037;2010;;Carbon monoxide (air);CO;0,336;mg/m3;
ES1277A;2005;;Nitrogen oxides (air);NOX;48,905;µg NO2/m3;
FR34012;2004;;Nitrogen oxides (air);NOX;23,352;µg NO2/m3;
ES1631A;2006;;Benzene (air);C6H6;0,865;µg/m3;
ES0116A;2009;;Ethyl benzene (air);C6H5-C2H5;1,874;µg/m3;
ES1666A;2011;;Carbon monoxide (air);CO;0,316;mg/m3;
ES1691A;2007;;Nitrogen oxides (air);NOX;27,164;µg NO2/m3;
ES0818A;2001;;Nitrogen oxides (air);NOX;125,214;µg NO2/m3;
ES0124A;2010;;Carbon monoxide (air);CO;0,331;mg/m3;
FR08016;2011;;Benzene (air);C6H6;0,676;µg/m3;
ES0822A;2004;;Nitrogen oxides (air);NOX;33,749;µg NO2/m3;
ES1970A;2012;;Carbon monoxide (air);CO;0,22;mg/m3;
ES1502A;2011;;Nitrogen monoxide (air);NO;9,127;µg/m3;
ES1436A;1997;;Total suspended particulates (aerosol);SPM;48,106;µg/m3;
FR30016;2005;;Carbon monoxide (air);CO;0,266;mg/m3;
ES0557A;2007;;Nitrogen oxides (air);NOX;26,68;µg NO2/m3;
ES1767A;2006;;Nitrogen monoxide (air);NO;8,815;µg/m3;
ES0774A;2004;;Nitrogen monoxide (air);NO;3,371;µg/m3;
FR20003;2011;;Carbon monoxide (air);CO;0,492;mg/m3;
FR09010;2004;;Nitrogen oxides (air);NOX;20,865;µg NO2/m3;
PT03087;2003;;Carbon monoxide (air);CO;0,268;mg/m3;
ES0823A;2012;;Nitrogen monoxide (air);NO;7,589;µg/m3;
PT03098;2008;;Nitrogen oxides (air);NOX;66,739;µg NO2/m3;
ES1596A;2005;;Nitrogen oxides (air);NOX;19,982;µg NO2/m3;
ES1131A;2003;;Benzene (air);C6H6;2,323;µg/m3;
FR04105;2012;;Nitrogen monoxide (air);NO;14,094;µg/m3;
ES1803A;2008;;Toluene (air);C6H5-CH3;3,358;µg/m3;
ES1917A;2010;;Carbon monoxide (air);CO;0,139;mg/m3;
FR11005;2003;;Carbon monoxide (air);CO;0,85;mg/m3;
ES1649A;2010;;Nitrogen oxides (air);NOX;13,976;µg NO2/m3;
ES0327A;2004;;Nitrogen oxides (air);NOX;10,245;µg NO2/m3;
ES1661A;2012;;Carbon monoxide (air);CO;0,112;mg/m3;
ES1521A;2006;;Nitrogen oxides (air);NOX;89,053;µg NO2/m3;
ES1269A;2012;;Benzene (air);C6H6;0,561;µg/m3;
ES1882A;2011;;Nitrogen monoxide (air);NO;2,566;µg/m3;
FR04141;2011;;Nitrogen oxides (air);NOX;175,134;µg NO2/m3;
ES1610A;2007;;Toluene (air);C6H5-CH3;8,539;µg/m3;
ES1272A;2009;;Benzene (air);C6H6;0,368;µg/m3;
ES1564A;2009;;Nitrogen oxides (air);NOX;57,862;µg NO2/m3;
ES1834A;2012;;Nitrogen monoxide (air);NO;9,383;µg/m3;
ES1943A;2012;;Nitrogen oxides (air);NOX;139,528;µg NO2/m3;
ES1480A;2012;;Nitrogen oxides (air);NOX;114,094;µg NO2/m3;
ES1119A;1997;;Total volatile organic compounds (air);T-VOC;1710,605;µg/m3;
ES1854A;2008;;Carbon monoxide (air);CO;0,268;mg/m3;
ES1956A;2012;;Nitrogen oxides (air);NOX;27,654;µg NO2/m3;
ES1131A;2000;;Nitrogen oxides (air);NOX;72,152;µg NO2/m3;
ES1050A;2004;;Nitrogen oxides (air);NOX;157,591;µg NO2/m3;
FR20026;2004;;Nitrogen oxides (air);NOX;122,358;µg NO2/m3;
ES1677A;2011;;Nitrogen monoxide (air);NO;3,675;µg/m3;
PT03071;2012;;Nitrogen monoxide (air);NO;14,634;µg/m3;
ES1231A;2000;;Carbon monoxide (air);CO;0,471;mg/m3;
ES0005R;2008;;Nitrogen monoxide (air);NO;0,201;µg/m3;
ES1033A;2001;;Nitrogen monoxide (air);NO;13,629;µg/m3;
ES1865A;2008;;Nitrogen monoxide (air);NO;5,113;µg/m3;
ES1656A;2011;;Nitrogen monoxide (air);NO;9,683;µg/m3;
ES1710A;2008;;Nitrogen monoxide (air);NO;14,848;µg/m3;
ES1566A;2004;;Nitrogen oxides (air);NOX;144,016;µg NO2/m3;
ES1417A;2009;;Carbon monoxide (air);CO;0,111;mg/m3;
ES0880A;2010;;Nitrogen oxides (air);NOX;91,887;µg NO2/m3;
FR26014;2011;;Carbon monoxide (air);CO;0,445;mg/m3;
PT02021;2011;;Nitrogen monoxide (air);NO;0,467;µg/m3;
PT06006;2011;;Nitrogen monoxide (air);NO;6,49;µg/m3;
ES0104A;2010;;Nitrogen oxides (air);NOX;53,686;µg NO2/m3;
ES1612A;2007;;Carbon monoxide (air);CO;0,443;mg/m3;
ES1521A;2005;;Carbon monoxide (air);CO;0,585;mg/m3;
FR06007;2012;;Nitrogen monoxide (air);NO;3,33;µg/m3;
ES1122A;2001;;Total suspended particulates (aerosol);SPM;46,512;µg/m3;
PT02016;2012;;Nitrogen oxides (air);NOX;11,334;µg NO2/m3;
ES1919A;2010;;Nitrogen monoxide (air);NO;3,753;µg/m3;
ES1824A;2011;;Carbon monoxide (air);CO;0,237;mg/m3;
PT04003;2007;;Nitrogen monoxide (air);NO;0,347;µg/m3;
ES1131A;2003;;Carbon monoxide (air);CO;0,896;mg/m3;
FR21021;2004;;Nitrogen oxides (air);NOX;26,221;µg NO2/m3;
ES1359A;2001;;Total suspended particulates (aerosol);SPM;16,242;µg/m3;
ES0123A;2004;;Methane (air);CH4;0,239;µg/m3;
ES1803A;2007;;Nitrogen oxides (air);NOX;71,986;µg NO2/m3;
FR31015;2003;;Carbon monoxide (air);CO;0,675;mg/m3;
ES1651A;2009;;Carbon monoxide (air);CO;0,406;mg/m3;
ES1491A;2010;;Nitrogen oxides (air);NOX;19,288;µg NO2/m3;
ES1815A;2009;;Nitrogen monoxide (air);NO;5,922;µg/m3;
ES2021A;2012;;Toluene (air);C6H5-CH3;0,54;µg/m3;
ES1650A;2009;;Nitrogen monoxide (air);NO;7,204;µg/m3;
ES1464A;2012;;Nitrogen monoxide (air);NO;14,658;µg/m3;
FR07007;1999;;Carbon monoxide (air);CO;1,493;mg/m3;
ES0620A;2007;;Nitrogen oxides (air);NOX;12,065;µg NO2/m3;
FR28020;2004;;Nitrogen oxides (air);NOX;38,289;µg NO2/m3;
ES1432A;2007;;Carbon monoxide (air);CO;0,401;mg/m3;
ES1453A;2004;;Carbon monoxide (air);CO;0,334;mg/m3;
ES0890A;2008;;Nitrogen monoxide (air);NO;34,337;µg/m3;
ES1488A;2006;;Nitrogen oxides (air);NOX;6,773;µg NO2/m3;
ES1979A;2012;;Nitrogen oxides (air);NOX;29,198;µg NO2/m3;
ES1963A;2012;;Nitrogen oxides (air);NOX;36,731;µg NO2/m3;
ES0651A;2010;;Nitrogen oxides (air);NOX;20,17;µg NO2/m3;
PT01046;2005;;Nitrogen monoxide (air);NO;34,278;µg/m3;
ES1353A;2001;;Nitrogen oxides (air);NOX;54,762;µg NO2/m3;
ES1884A;2011;;Nitrogen monoxide (air);NO;4,186;µg/m3;
FR19007;2011;;Nitrogen oxides (air);NOX;79,034;µg NO2/m3;
ES1358A;2004;;Nitrogen monoxide (air);NO;30,448;µg/m3;
ES1237A;2004;;Nitrogen monoxide (air);NO;42,478;µg/m3;
ES1819A;2011;;Nitrogen monoxide (air);NO;2,884;µg/m3;
ES0693A;2007;;Carbon monoxide (air);CO;0,293;mg/m3;
PT01023;2006;;Nitrogen oxides (air);NOX;49,741;µg NO2/m3;
FR30026;2004;;Nitrogen oxides (air);NOX;65,98;µg NO2/m3;
ES0693A;2000;;Total suspended particulates (aerosol);SPM;58,798;µg/m3;
ES1185A;2010;;Nitrogen oxides (air);NOX;32,329;µg NO2/m3;
ES1696A;2009;;Nitrogen oxides (air);NOX;46,36;µg NO2/m3;
ES0362A;2009;;Nitrogen monoxide (air);NO;1,628;µg/m3;
ES1602A;2008;;Toluene (air);C6H5-CH3;0,366;µg/m3;
ES1877A;2009;;Nitrogen oxides (air);NOX;42,559;µg NO2/m3;
ES1425A;2002;;Carbon monoxide (air);CO;0,959;mg/m3;
ES1849A;2011;;Nitrogen monoxide (air);NO;6,503;µg/m3;
ES1182A;2007;;Carbon monoxide (air);CO;0,282;mg/m3;
ES1453A;2008;;Nitrogen oxides (air);NOX;72,917;µg NO2/m3;
FR30019;2012;;Nitrogen monoxide (air);NO;5,448;µg/m3;
FR15046;2011;;Carbon monoxide (air);CO;0,359;mg/m3;
ES0005R;2012;;Nitrogen monoxide (air);NO;0,158;µg/m3;
ES0805A;2006;;Nitrogen monoxide (air);NO;20,409;µg/m3;
FR34014;2004;;Nitrogen monoxide (air);NO;4,767;µg/m3;
FR25037;2011;;Carbon monoxide (air);CO;0,294;mg/m3;
FR03029;2011;;Nitrogen oxides (air);NOX;52,685;µg NO2/m3;
ES0893A;2001;;Total suspended particulates (aerosol);SPM;33,365;µg/m3;
ES1595A;2001;;Total suspended particulates (aerosol);SPM;41,502;µg/m3;
ES1651A;2012;;Carbon monoxide (air);CO;0,414;mg/m3;
PT01034;2008;;Nitrogen oxides (air);NOX;46,445;µg NO2/m3;
FR31015;2011;;Nitrogen monoxide (air);NO;43,568;µg/m3;
ES1599A;2003;;Carbon monoxide (air);CO;0,335;mg/m3;
FR10031;2004;;Nitrogen oxides (air);NOX;63,309;µg NO2/m3;
ES1123A;1997;;Total volatile organic compounds (air);T-VOC;2460,814;µg/m3;
FR04069;2011;;Nitrogen oxides (air);NOX;30,573;µg NO2/m3;
FR16057;2011;;Nitrogen monoxide (air);NO;19,818;µg/m3;
ES0893A;2008;;Benzene (air);C6H6;2,133;µg/m3;
FR21016;2008;;Carbon monoxide (air);CO;0,208;mg/m3;
FR04029;2012;;Nitrogen oxides (air);NOX;36,935;µg NO2/m3;
ES1939A;2011;;Nitrogen oxides (air);NOX;61,626;µg NO2/m3;
FR30028;2012;;Nitrogen oxides (air);NOX;3,584;µg NO2/m3;
FR30034;2011;;Nitrogen oxides (air);NOX;37,343;µg NO2/m3;
ES1208A;2012;;Nitrogen oxides (air);NOX;30,518;µg NO2/m3;
FR03043;2004;;Nitrogen oxides (air);NOX;50,558;µg NO2/m3;
ES1611A;2004;;Nitrogen oxides (air);NOX;34,535;µg NO2/m3;
FR33120;2012;;Nitrogen oxides (air);NOX;63,075;µg NO2/m3;
ES1802A;2009;;Benzene (air);C6H6;0,148;µg/m3;
FR26035;2012;;Nitrogen monoxide (air);NO;23,019;µg/m3;
FR09203;2012;;Nitrogen monoxide (air);NO;3,228;µg/m3;
FR30016;1999;;Carbon monoxide (air);CO;0,713;mg/m3;
ES1684A;2005;;Nitrogen oxides (air);NOX;54,327;µg NO2/m3;
FR10005;2004;;Carbon monoxide (air);CO;0,221;mg/m3;
FR20013;2004;;Carbon monoxide (air);CO;0,654;mg/m3;
ES0886A;2011;;Carbon monoxide (air);CO;0,226;mg/m3;
FR14004;2004;;Nitrogen monoxide (air);NO;15,651;µg/m3;
ES1038A;2012;;Nitrogen monoxide (air);NO;7,009;µg/m3;
PT03096;2004;;Nitrogen monoxide (air);NO;0,582;µg/m3;
PT01043;2011;;Carbon monoxide (air);CO;0,676;mg/m3;
ES1357A;2004;;Nitrogen oxides (air);NOX;60,522;µg NO2/m3;
FR20048;2004;;Nitrogen oxides (air);NOX;24,507;µg NO2/m3;
ES1131A;2012;;Carbon monoxide (air);CO;0,28;mg/m3;
ES1259A;2009;;Nitrogen monoxide (air);NO;9,34;µg/m3;
FR17004;2011;;Nitrogen monoxide (air);NO;17,043;µg/m3;
FR23046;2012;;Nitrogen monoxide (air);NO;2,08;µg/m3;
FR30020;1999;;Carbon monoxide (air);CO;0,537;mg/m3;
ES0817A;2001;;Nitrogen oxides (air);NOX;134,847;µg NO2/m3;
ES1498A;2005;;Nitrogen monoxide (air);NO;50,699;µg/m3;
ES1611A;2006;;Nitrogen monoxide (air);NO;7,814;µg/m3;
ES1481A;2003;;Nitrogen oxides (air);NOX;77,638;µg NO2/m3;
PT02005;2002;;Nitrogen monoxide (air);NO;50,658;µg/m3;
ES1494A;2008;;Nitrogen oxides (air);NOX;80,271;µg NO2/m3;
ES1161A;2009;;Nitrogen monoxide (air);NO;24,056;µg/m3;
FR07021;2011;;Nitrogen oxides (air);NOX;79,322;µg NO2/m3;
ES1875A;2009;;Nitrogen monoxide (air);NO;2,466;µg/m3;
PT01031;2006;;Carbon monoxide (air);CO;0,397;mg/m3;
ES1193A;1997;;Carbon monoxide (air);CO;0,691;mg/m3;
ES1970A;2010;;Nitrogen monoxide (air);NO;19,163;µg/m3;
ES1577A;2009;;Nitrogen monoxide (air);NO;10,113;µg/m3;
FR01016;2011;;Nitrogen monoxide (air);NO;14,228;µg/m3;
FR16029;2012;;Nitrogen oxides (air);NOX;36,699;µg NO2/m3;
ES1521A;2008;;Carbon monoxide (air);CO;0,31;mg/m3;
ES0825A;2008;;Benzene (air);C6H6;0,15;µg/m3;
FR04024;2009;;Carbon monoxide (air);CO;0,119;mg/m3;
PT06005;2011;;Nitrogen oxides (air);NOX;19,208;µg NO2/m3;
ES1636A;2008;;o-Xylene (air);o-C6H4-(CH3)2;0,113;µg/m3;
FR20001;2005;;Carbon monoxide (air);CO;0,508;mg/m3;
FR17009;2004;;Nitrogen monoxide (air);NO;6,778;µg/m3;
ES1428A;2000;;Nitrogen oxides (air);NOX;45,801;µg NO2/m3;
ES1044A;2009;;Nitrogen monoxide (air);NO;12,641;µg/m3;
ES1691A;2012;;Nitrogen oxides (air);NOX;9,156;µg NO2/m3;
ES1034A;2005;;Nitrogen oxides (air);NOX;48,326;µg NO2/m3;
FR16034;2011;;Carbon monoxide (air);CO;0,368;mg/m3;
ES1277A;2012;;Nitrogen monoxide (air);NO;8,849;µg/m3;
ES0634A;2005;;Nitrogen oxides (air);NOX;33,209;µg NO2/m3;
ES1658A;2004;;Nitrogen oxides (air);NOX;25,949;µg NO2/m3;
ES1617A;2012;;Nitrogen oxides (air);NOX;18,556;µg NO2/m3;
FR23112;2004;;Nitrogen monoxide (air);NO;4,172;µg/m3;
ES1038A;2002;;Nitrogen monoxide (air);NO;13,18;µg/m3;
ES1532A;2008;;Nitrogen monoxide (air);NO;14,453;µg/m3;
ES1926A;2011;;Particulate matter < 1 µm (aerosol);PM1;9,066;µg/m3;
FR34011;2011;;Nitrogen monoxide (air);NO;4,055;µg/m3;
FR31017;2001;;Carbon monoxide (air);CO;0,627;mg/m3;
PT02002;1998;;Nitrogen oxides (air);NOX;40,162;µg NO2/m3;
ES1761A;2007;;Nitrogen monoxide (air);NO;2,905;µg/m3;
ES1649A;2008;;Carbon monoxide (air);CO;0,416;mg/m3;
FR09019;2012;;Nitrogen monoxide (air);NO;4,802;µg/m3;
ES1853A;2011;;Nitrogen oxides (air);NOX;19,025;µg NO2/m3;
FR14012;2011;;Nitrogen monoxide (air);NO;7,265;µg/m3;
ES1208A;2011;;Nitrogen monoxide (air);NO;7,437;µg/m3;
FR13007;2004;;Nitrogen oxides (air);NOX;47,416;µg NO2/m3;
ES1816A;2010;;Nitrogen monoxide (air);NO;7,155;µg/m3;
FR09015;2004;;Nitrogen monoxide (air);NO;3,19;µg/m3;
ES1167A;2001;;Total suspended particulates (aerosol);SPM;26,731;µg/m3;
ES1440A;2004;;Total suspended particulates (aerosol);SPM;28,517;µg/m3;
ES1599A;2005;;Nitrogen monoxide (air);NO;1,567;µg/m3;
ES1291A;1998;;Total suspended particulates (aerosol);SPM;69,759;µg/m3;
ES1917A;2010;;Nitrogen monoxide (air);NO;2,601;µg/m3;
ES1532A;2005;;Carbon monoxide (air);CO;0,504;mg/m3;
ES1472A;2006;;Nitrogen monoxide (air);NO;17,822;µg/m3;
ES1442A;2008;;Carbon monoxide (air);CO;0,27;mg/m3;
FR09004;2003;;Carbon monoxide (air);CO;0,589;mg/m3;
FR02005;1985;;Nitrogen monoxide (air);NO;15,703;µg/m3;
ES0358A;2007;;Nitrogen monoxide (air);NO;1,116;µg/m3;
ES1542A;2012;;Nitrogen monoxide (air);NO;0,811;µg/m3;
ES0975A;1999;;Total suspended particulates (aerosol);SPM;47,545;µg/m3;
FR12031;2011;;Nitrogen oxides (air);NOX;2,844;µg NO2/m3;
ES1595A;2009;;Carbon monoxide (air);CO;0,324;mg/m3;
PT05008;2005;;Nitrogen oxides (air);NOX;14,497;µg NO2/m3;
FR35002;2004;;Nitrogen monoxide (air);NO;4,399;µg/m3;
ES1804A;2007;;Carbon monoxide (air);CO;0,396;mg/m3;
ES1301A;2004;;Nitrogen monoxide (air);NO;4,194;µg/m3;
ES0115A;1988;;Carbon monoxide (air);CO;59,085;mg/m3;
FR09004;2002;;Carbon monoxide (air);CO;0,696;mg/m3;
ES1815A;2007;;Nitrogen oxides (air);NOX;34,952;µg NO2/m3;
PT03071;2011;;Carbon monoxide (air);CO;0,248;mg/m3;
ES0123A;2006;;Nitrogen monoxide (air);NO;57,12;µg/m3;
PT03027;2000;;Nitrogen monoxide (air);NO;37,669;µg/m3;
PT03071;2005;;Nitrogen oxides (air);NOX;68,106;µg NO2/m3;
ES1999A;2012;;Nitrogen oxides (air);NOX;69,376;µg NO2/m3;
FR24019;2004;;Nitrogen monoxide (air);NO;10,506;µg/m3;
ES1560A;2011;;Nitrogen monoxide (air);NO;31,721;µg/m3;
ES1915A;2009;;Carbon monoxide (air);CO;0,138;mg/m3;
ES1616A;2009;;Nitrogen oxides (air);NOX;9,968;µg NO2/m3;
ES1418A;2011;;Nitrogen monoxide (air);NO;15,393;µg/m3;
ES1815A;2010;;Nitrogen oxides (air);NOX;30,12;µg NO2/m3;
ES1133A;2009;;Nitrogen monoxide (air);NO;7,06;µg/m3;
ES1802A;2008;;Benzene (air);C6H6;0,122;µg/m3;
ES0120A;2012;;Benzene (air);C6H6;1,756;µg/m3;
PT04001;2000;;Nitrogen monoxide (air);NO;3,174;µg/m3;
PT03072;2010;;Nitrogen monoxide (air);NO;24,025;µg/m3;
ES1595A;2005;;Carbon monoxide (air);CO;0,414;mg/m3;
ES1240A;1998;;Carbon monoxide (air);CO;1,308;mg/m3;
ES1123A;2010;;Nitrogen monoxide (air);NO;3,2;µg/m3;
FR26002;2011;;Nitrogen monoxide (air);NO;9,139;µg/m3;
ES1899A;2010;;Nitrogen oxides (air);NOX;38,005;µg NO2/m3;
ES1516A;2005;;Benzene (air);C6H6;1,059;µg/m3;
ES1600A;2004;;Benzene (air);C6H6;1,495;µg/m3;
ES1358A;2012;;Nitrogen oxides (air);NOX;34,924;µg NO2/m3;
ES1162A;2007;;Carbon monoxide (air);CO;0,372;mg/m3;
ES1251A;2005;;Nitrogen oxides (air);NOX;121,033;µg NO2/m3;
ES1573A;2006;;Nitrogen oxides (air);NOX;46,687;µg NO2/m3;
PT01023;2012;;Nitrogen oxides (air);NOX;44,752;µg NO2/m3;
ES1050A;2007;;Nitrogen oxides (air);NOX;167,78;µg NO2/m3;
ES0118A;2007;;Total volatile organic compounds (air);T-VOC;1,42;µg/m3;
FR20001;2000;;Carbon monoxide (air);CO;0,954;mg/m3;
ES1464A;2008;;Nitrogen monoxide (air);NO;19,879;µg/m3;
ES1560A;2010;;Nitrogen oxides (air);NOX;91,804;µg NO2/m3;
FR09002;2012;;Nitrogen monoxide (air);NO;2,824;µg/m3;
ES1297A;2002;;Nitrogen oxides (air);NOX;49,152;µg NO2/m3;
ES1750A;2012;;Benzene (air);C6H6;0,341;µg/m3;
ES1453A;2007;;Nitrogen oxides (air);NOX;86,724;µg NO2/m3;
ES1855A;2009;;Nitrogen oxides (air);NOX;6,683;µg NO2/m3;
ES1664A;2005;;Nitrogen monoxide (air);NO;13,494;µg/m3;
ES1564A;2009;;Methane (air);CH4;1,105;µg/m3;
ES1131A;2012;;Toluene (air);C6H5-CH3;2,573;µg/m3;
FR10002;2006;;Carbon monoxide (air);CO;0,26;mg/m3;
ES0110A;2008;;Carbon monoxide (air);CO;0,302;mg/m3;
ES1685A;2010;;Nitrogen monoxide (air);NO;4,446;µg/m3;
ES0693A;2007;;Nitrogen monoxide (air);NO;22,237;µg/m3;
ES1033A;2004;;Nitrogen monoxide (air);NO;7,473;µg/m3;
ES1192A;2008;;Methane (air);CH4;0,231;µg/m3;
PT01033;2003;;Nitrogen oxides (air);NOX;70,148;µg NO2/m3;
FR30019;2004;;Carbon monoxide (air);CO;0,198;mg/m3;
FR04018;2008;;Carbon monoxide (air);CO;0,143;mg/m3;
ES1286A;2002;;Nitrogen oxides (air);NOX;89,786;µg NO2/m3;
ES1437A;2007;;Nitrogen oxides (air);NOX;11,3;µg NO2/m3;
ES1378A;2005;;Nitrogen monoxide (air);NO;12,304;µg/m3;
ES0113A;2005;;Nitrogen monoxide (air);NO;69,761;µg/m3;
ES0824A;2001;;Nitrogen oxides (air);NOX;49,82;µg NO2/m3;
ES1177A;1998;;Carbon monoxide (air);CO;0,849;mg/m3;
FR36003;2006;;Carbon monoxide (air);CO;0,169;mg/m3;
ES1269A;2009;;Toluene (air);C6H5-CH3;3,923;µg/m3;
FR08616;2005;;Carbon monoxide (air);CO;0,672;mg/m3;
ES0823A;2003;;Nitrogen monoxide (air);NO;4,933;µg/m3;
ES1351A;2001;;Total suspended particulates (aerosol);SPM;37,143;µg/m3;
ES1353A;1999;;Total suspended particulates (aerosol);SPM;72,994;µg/m3;
ES1181A;2006;;Nitrogen monoxide (air);NO;22,867;µg/m3;
PT01021;2007;;Nitrogen monoxide (air);NO;12,577;µg/m3;
FR04149;2012;;Nitrogen oxides (air);NOX;39,78;µg NO2/m3;
FR09402;2012;;Nitrogen monoxide (air);NO;27,857;µg/m3;
ES1763A;2009;;Nitrogen monoxide (air);NO;4,494;µg/m3;
FR19007;2012;;Nitrogen monoxide (air);NO;28,273;µg/m3;
ES1644A;2009;;Nitrogen oxides (air);NOX;38,835;µg NO2/m3;
ES1482A;2002;;Nitrogen oxides (air);NOX;74,989;µg NO2/m3;
ES1873A;2009;;Nitrogen oxides (air);NOX;5,728;µg NO2/m3;
ES1860A;2008;;Carbon monoxide (air);CO;0,306;mg/m3;
ES1564A;2008;;Nitrogen monoxide (air);NO;17,39;µg/m3;
ES1690A;2007;;Nitrogen oxides (air);NOX;23,57;µg NO2/m3;
ES1752A;2009;;Carbon monoxide (air);CO;0,452;mg/m3;
ES1819A;2008;;Carbon monoxide (air);CO;0,119;mg/m3;
ES1481A;2005;;Nitrogen monoxide (air);NO;28,399;µg/m3;
ES0880A;2010;;Nitrogen monoxide (air);NO;34,642;µg/m3;
ES1631A;2011;;Benzene (air);C6H6;0,197;µg/m3;
ES1498A;2007;;Nitrogen oxides (air);NOX;97,799;µg NO2/m3;
FR27004;2012;;Nitrogen monoxide (air);NO;11,151;µg/m3;
ES1982A;2011;;Nitrogen monoxide (air);NO;0,242;µg/m3;
ES1497A;2007;;Nitrogen oxides (air);NOX;59,458;µg NO2/m3;
ES1945A;2010;;Total volatile organic compounds (air);T-VOC;1,473;µg/m3;
ES1818A;2008;;Nitrogen monoxide (air);NO;10,404;µg/m3;
FR19091;2012;;Nitrogen monoxide (air);NO;1,992;µg/m3;
FR04071;2000;;Carbon monoxide (air);CO;1,222;mg/m3;
ES1320A;2001;;Carbon monoxide (air);CO;0,652;mg/m3;
ES1124A;2007;;Carbon monoxide (air);CO;0,292;mg/m3;
PT01025;2011;;Benzene (air);C6H6;1,906;µg/m3;
ES1185A;2005;;Carbon monoxide (air);CO;0,335;mg/m3;
ES1277A;2007;;Nitrogen monoxide (air);NO;13,239;µg/m3;
ES1420A;2002;;Nitrogen oxides (air);NOX;15,405;µg NO2/m3;
FR04131;2011;;Nitrogen monoxide (air);NO;57,748;µg/m3;
ES1244A;2010;;Carbon monoxide (air);CO;0,3;mg/m3;
FR07012;2011;;Nitrogen monoxide (air);NO;6,26;µg/m3;
ES1496A;2012;;Nitrogen oxides (air);NOX;30,633;µg NO2/m3;
